chr,start,end,value
contig4,4078301,4083070,-10
contig4,4083871,4086140,10
contig4,4086501,4088647,-10
contig4,4089165,4090407,10
contig4,4091714,4093020,-10
contig4,4093760,4095170,10
contig4,4098263,4102309,-10
contig4,4104558,4106225,10
contig4,4108068,4109507,-10
contig4,4110928,4111599,10
contig4,4117830,4119583,-10
contig4,4121075,4126792,-10
contig4,4134742,4136345,10
contig4,4141022,4145781,-10
contig4,4146320,4148898,10
contig4,4153737,4156806,10
contig4,4171675,4172250,-10
contig4,4172607,4182358,10
contig4,4183837,4187311,-10
contig4,4187446,4189332,10
contig4,4189953,4191834,-10
contig4,4192946,4194760,-10
contig4,4195530,4206748,10
contig4,4214868,4217889,-10
contig4,4218217,4219648,10
contig4,4220305,4221384,10
contig4,4223854,4226440,-10
contig4,4228937,4230684,10
contig4,4233066,4237382,-10
contig4,4237648,4241294,10
contig4,4246134,4246583,-10
contig4,4246910,4248650,10
contig4,4251233,4254153,10
contig4,4258946,4262180,-10
contig4,4263875,4266282,10
contig4,4269860,4275008,-10
contig4,4275819,4277483,10
contig4,4277714,4280235,-10
contig4,4280791,4286850,-10
contig4,4287264,4290492,10
contig4,4291274,4291645,10
contig4,4291940,4296824,-10
contig4,4297762,4300512,10
contig4,4301266,4302167,10
contig4,4307051,4309958,-10
contig4,4310073,4311289,-10
contig4,4312039,4319418,-10
contig4,4319673,4320360,10
contig4,4321764,4322270,-10
contig4,4324602,4328297,10
contig4,4330663,4339488,-10
contig4,4341737,4342510,10
contig4,4350057,4352769,10
contig4,4353204,4354239,-10
contig4,4354523,4355512,10
contig4,4356252,4362943,-10
contig4,4364898,4371200,-10
contig4,4373110,4375110,-10
contig4,4376543,4381762,10
contig4,4383207,4386010,-10
contig4,4387158,4389804,-10
contig4,4390273,4396413,-10
contig4,4397124,4401181,10
contig4,4402464,4409910,-10
contig4,4411516,4413790,-10
contig4,4413823,4418189,-10
contig4,4418593,4419093,-10
contig4,4418834,4420090,10
contig4,4421795,4427297,10
contig4,4434289,4436021,-10
contig4,4436960,4440869,-10
contig4,4441577,4442290,-10
contig4,4441704,4442877,10
contig4,4443288,4444320,-10
contig4,4445403,4446739,10
contig4,4447855,4456075,-10
contig4,4456820,4458416,10
contig4,4464750,4467975,-10
contig4,4468304,4469867,10
contig4,4470756,4478454,10
contig4,4481043,4481809,10
contig4,4483939,4485665,10
contig4,4513300,4516525,-10
contig4,4516845,4526995,10
contig4,4529584,4530350,10
contig4,4536545,4537010,10
contig4,4539680,4541119,-10
contig4,4541877,4542692,-10
contig4,4542915,4547602,-10
contig4,4547922,4550950,10
contig4,4554287,4557665,-10
contig4,4561719,4572439,10
contig4,4573199,4574802,10
contig4,4575720,4578820,10
contig4,4579550,4583089,-10
contig4,4584024,4588138,-10
contig4,4588466,4589606,10
contig4,4590029,4591729,10
contig4,4593262,4602086,-10
contig4,4602992,4604179,10
contig4,4605543,4607421,-10
contig4,4625807,4626472,-10
contig4,4629045,4629771,-10
contig4,4638846,4640581,-10
contig4,4642903,4646680,-10
contig4,4647561,4651035,-10
contig4,4653207,4656863,-10
contig4,4658270,4660526,-10
contig4,4661951,4663603,10
contig4,4667581,4669325,10
contig4,4677345,4679928,10
contig4,4680893,4682318,-10
contig4,4683317,4689227,10
contig4,4691810,4692862,-10
contig4,4707361,4708898,10
contig4,4710474,4713845,-10
contig4,4714928,4715951,10
contig4,4717433,4720172,10
contig4,4723778,4724358,-10
contig4,4726074,4727984,-10
contig4,4728739,4729575,10
contig4,4731941,4734466,10
contig4,4736864,4741806,10
contig4,4743327,4745130,10
contig4,4751061,4752500,-10
contig4,4754281,4755284,-10
contig4,4762204,4764548,10
contig4,4766725,4768797,-10
contig4,4776630,4781881,10
contig4,4782636,4786594,10
contig4,4786873,4787449,10
contig4,4788420,4788836,10
contig4,4791661,4796091,-10
contig4,4796630,4796833,10
contig4,4798679,4801238,10
contig4,4806684,4808790,10
contig4,4809538,4813717,10
contig4,4820649,4830069,-10
contig4,4833072,4835091,-10
contig4,4836434,4837069,10
contig4,4837918,4840116,-10
contig4,4840671,4841069,10
contig4,4842616,4851939,10
contig4,4852730,4855616,10
contig4,4856702,4857067,-10
contig4,4857681,4858916,-10
contig4,4861342,4863933,-10
contig4,4864346,4868635,10
contig4,4870589,4873432,10
contig4,4874823,4875763,10
contig4,4876365,4877394,-10
contig4,4877939,4878502,10
contig4,4886385,4886997,10
contig4,4895309,4897843,10
contig4,4900576,4902204,10
contig4,4903430,4906487,10
contig4,4908749,4912358,10
contig4,4913251,4914024,-10
contig4,4914409,4919952,10
contig4,4921335,4926931,10
contig4,4928639,4930482,-10
contig4,4936882,4938659,-10
contig4,4941807,4945110,-10
contig4,4945876,4946908,10
contig4,4947505,4949180,-10
contig4,4949577,4951801,10
contig4,4952182,4953311,-10
contig4,4953662,4954034,-10
contig4,4954279,4955706,10
contig4,4956521,4958524,-10
contig4,4959647,4964998,10
contig4,4966147,4967647,-10
contig4,4968415,4969920,-10
contig4,4970469,4973358,-10
contig4,4975568,4976791,10
contig4,4979281,4987182,10
contig4,4991925,4995644,10
contig4,5000841,5002104,10
contig4,5010493,5011446,10
contig4,5012166,5016391,-10
contig4,5029087,5030961,10
contig4,5031941,5032246,10
contig4,5032997,5037943,-10
contig4,5038643,5039387,10
contig4,5040303,5048599,10
contig4,5049342,5055904,-10
contig4,5058053,5059593,10
contig4,5064666,5069060,10
contig4,5069705,5071398,-10
contig4,5071665,5073636,10
contig4,5074177,5076601,10
contig4,5076942,5078351,10
contig4,5079416,5080648,-10
contig4,5080859,5084954,10
contig4,5089391,5092627,10
contig4,5093170,5110394,-10
contig4,5111556,5113482,-10
contig4,5113704,5118953,10
contig4,5119457,5120212,10
contig4,5121696,5123061,10
contig4,5125216,5126095,10
contig4,5125227,5126070,-10
contig4,5208465,5217148,-10
contig4,5218625,5223788,-10
contig4,5228237,5231221,-10
contig4,5232016,5233081,10
contig4,5234599,5236089,-10
contig4,5237083,5238426,10
contig4,5239513,5242329,-10
contig4,5242561,5243620,10
contig4,5244592,5248761,10
contig4,5249917,5251067,10
contig4,5251986,5253582,-10
contig4,5254653,5256451,10
contig4,5259338,5260161,10
contig4,5261941,5263696,-10
contig4,5264907,5268064,-10
contig4,5268620,5270647,10
contig4,5271787,5274314,10
contig4,5277139,5278248,-10
contig4,5278998,5280752,-10
contig4,5281574,5283649,-10
contig4,5283831,5284380,10
contig4,5285499,5288006,-10
contig4,5288409,5290883,10
contig4,5300376,5304444,10
contig4,5306374,5309269,-10
contig4,5314039,5330682,-10
contig4,5337716,5339070,10
contig4,5339510,5342241,-10
contig4,5342684,5344490,10
contig4,5346620,5347141,-10
contig4,5348967,5351495,10
contig4,5352358,5354586,-10
contig4,5355666,5357296,10
contig4,5358418,5359548,-10
contig4,5365543,5371727,-10
contig4,5371980,5375000,10
contig4,5377118,5378338,-10
contig4,5380466,5390064,10
contig4,5390662,5392958,-10
contig4,5393160,5393942,10
contig4,5395168,5399825,10
contig4,5401016,5402458,10
contig4,5403070,5406883,-10
contig4,5407196,5407399,10
contig4,5411869,5414048,10
contig4,5418897,5424980,-10
contig4,5425948,5427811,10
contig4,5431069,5436659,-10
contig4,5437108,5437398,10
contig4,5438639,5441541,10
contig4,5444542,5444815,-10
contig4,5445585,5446140,-10
contig4,5450407,5456990,-10
contig4,5459080,5460971,10
contig4,5462636,5469775,10
contig4,5470961,5474334,10
contig4,5476890,5483643,-10
contig4,5484365,5488176,10
contig4,5488468,5490302,10
contig4,5491882,5494657,-10
contig4,5495602,5505120,10
contig4,5506191,5507780,-10
contig4,5508222,5511692,10
contig4,5513488,5517867,10
contig4,5519250,5523620,-10
contig4,5524117,5525188,-10
contig4,5526237,5528742,-10
contig4,5529323,5534677,-10
contig4,5535660,5537679,10
contig4,5552228,5562067,10
contig4,5563796,5566550,10
contig4,5568209,5576089,10
contig4,5580541,5584210,-10
contig4,5588827,5594415,-10
contig4,5595487,5599858,-10
contig4,5601013,5602813,-10
contig4,5603246,5609005,10
contig4,5609635,5611763,-10
contig4,5612696,5617920,-10
contig4,5618779,5619561,-10
contig4,5620472,5623771,-10
contig4,5624018,5626627,10
contig4,5628424,5635120,10
contig4,5652073,5657895,10
contig4,5677712,5678911,-10
contig4,5680289,5682276,-10
contig4,5682621,5684493,10
contig4,5685374,5687410,-10
contig4,5688493,5690706,-10
contig4,5693524,5701238,-10
contig4,5701385,5701883,-10
contig4,5713869,5716159,-10
contig4,5718670,5722661,-10
contig4,5722940,5725390,10
contig4,5731600,5734078,-10
contig4,5738073,5741983,-10
contig4,5743711,5746068,-10
contig4,5747129,5751804,10
contig4,5752621,5754475,-10
contig4,5756180,5758842,-10
contig4,5759878,5761668,-10
contig4,5762632,5763708,10
contig4,5764571,5766488,10
contig4,5767353,5768054,10
contig4,5769057,5769472,10
contig4,5772433,5776877,10
contig4,5778183,5784781,10
contig4,5787017,5790307,-10
contig4,5790669,5791182,10
contig4,5791487,5792060,10
contig4,5793394,5794878,-10
contig4,5798639,5799499,-10
contig4,5815948,5816461,10
contig4,5816766,5820965,10
contig4,5843308,5845905,-10
contig4,5866183,5869120,10
contig4,5869926,5870853,10
contig4,5876160,5878679,10
contig4,5879462,5881950,-10
contig4,5882488,5884587,10
contig4,5885524,5890553,10
contig4,5902384,5905043,10
contig4,5907313,5911619,10
contig4,5916899,5920885,-10
contig4,5921064,5924282,10
contig4,5925508,5926418,10
contig4,5930630,5932577,-10
contig4,5933852,5935876,10
contig4,5937807,5939817,-10
contig4,5941134,5942395,10
contig4,5943318,5944470,10
contig4,5945350,5946386,-10
contig4,5947417,5948846,10
contig4,5949650,5952648,-10
contig4,5954984,5956761,-10
contig4,5963162,5971615,-10
contig4,5972600,5973733,-10
contig4,5974541,5976904,10
contig4,5978075,5979241,10
contig4,5980430,5984871,10
contig4,5985081,5985712,-10
contig4,5994210,6002746,-10
contig4,6005021,6007279,10
contig4,6016420,6019626,-10
contig4,6021164,6023530,10
contig4,6025341,6026240,-10
contig4,6029440,6036463,-10
contig4,6038931,6047703,10
contig4,6050273,6056885,10
contig4,6072896,6077113,10
contig4,6084386,6085547,-10
contig4,6091417,6094232,10
contig4,6095694,6096980,-10
contig4,6099401,6106715,-10
contig4,6108614,6116487,-10
contig4,6117935,6119129,10
contig4,6119495,6122428,-10
contig4,6123902,6126327,10
contig4,6129945,6130991,-10
contig4,6133277,6136580,10
contig4,6136702,6137296,-10
contig4,6144991,6152305,-10
contig4,6154203,6154879,-10
contig4,6155912,6162032,-10
contig4,6163228,6164674,10
contig4,6165040,6167973,-10
contig4,6169447,6171872,10
contig4,6175490,6176536,-10
contig4,6178822,6182125,10
contig4,6183534,6184114,10
contig4,6196252,6199555,-10
contig4,6201841,6202887,10
contig4,6206505,6208930,-10
contig4,6210404,6213337,10
contig4,6213703,6214897,-10
contig4,6217404,6222489,10
contig4,6226096,6233435,10
contig4,6237014,6241257,10
contig4,6248950,6250202,10
contig4,6252964,6254390,-10
contig4,6254953,6256301,-10
contig4,6258187,6259159,10
contig4,6259745,6262467,10
contig4,6274313,6276327,-10
contig4,6277450,6278721,10
contig4,6281051,6283633,-10
contig4,6285023,6285429,10
contig4,6287635,6288027,-10
contig4,6288565,6292209,-10
contig4,6292783,6296723,10
contig4,6299889,6300530,10
contig4,6329112,6329985,10
contig4,6331757,6332579,10
contig4,6333353,6333955,10
contig4,6335029,6338663,10
contig4,6341821,6342780,-10
contig4,6346989,6348098,10
contig4,6349563,6352057,10
contig4,6357271,6360164,-10
contig4,6366183,6366567,-10
contig4,6370097,6370649,10
contig4,6381372,6382285,-10
contig4,6382529,6385949,10
contig4,6387988,6393538,10
contig4,6406277,6409855,10
contig4,6419363,6419979,-10
contig4,6430597,6432201,10
contig4,6432440,6438813,-10
contig4,6441748,6443498,10
contig4,6445943,6451119,-10
contig4,6452114,6455121,10
contig4,6456409,6457975,10
contig4,6460333,6464632,-10
contig4,6474852,6478038,-10
contig4,6478573,6480243,10
contig4,6484186,6485347,10
contig4,6487112,6495405,-10
contig4,6495993,6500249,-10
contig4,6500661,6502156,10
contig4,6504348,6505685,-10
contig4,6506732,6522193,10
contig4,6531480,6532654,10
contig4,6533959,6541615,10
contig4,6546627,6548331,-10
contig4,6549763,6554935,-10
contig4,6561896,6564358,10
contig4,6568125,6572568,-10
contig4,6573249,6574679,10
contig4,6575939,6577036,-10
contig4,6577395,6579609,10
contig4,6580555,6581862,10
contig4,6583855,6586793,-10
contig4,6602902,6604729,-10
contig4,6611148,6612118,10
contig4,6613451,6615822,10
contig4,6617792,6625785,10
contig4,6649324,6650981,-10
contig4,6651147,6651877,-10
contig4,6652744,6654322,10
contig4,6655553,6657908,-10
contig4,6658480,6665158,10
contig4,6665661,6669658,10
contig4,6672228,6673670,-10
contig4,6675937,6679446,10
contig4,6680769,6682315,-10
contig4,6683118,6683888,-10
contig4,6684976,6686574,-10
contig4,6687157,6689705,10
contig4,6690925,6692143,10
contig4,6693479,6694005,-10
contig4,6695455,6698590,10
contig4,6699958,6701564,-10
contig4,6705474,6707283,-10
contig4,6716895,6718856,-10
contig4,6719629,6725437,10
contig4,6727142,6730247,10
contig4,6735522,6738990,-10
contig4,6740261,6742160,-10
contig4,6746060,6747620,-10
contig4,6748951,6751193,-10
contig4,6751905,6756930,10
contig4,6759019,6760346,-10
contig4,6761458,6764456,10
contig4,6765720,6771676,-10
contig4,6775186,6775644,-10
contig4,6778770,6780324,-10
contig4,6781601,6783049,-10
contig4,6784095,6785621,-10
contig4,6787685,6791599,-10
contig4,6792239,6793037,10
contig4,6794507,6796334,-10
contig4,6798426,6806680,-10
contig4,6809114,6814086,10
contig4,6818035,6820093,10
contig4,6822154,6826020,-10
contig4,6826303,6827433,10
contig4,6828496,6831663,10
contig4,6870059,6870735,10
contig4,6870857,6875287,10
contig4,6875667,6876547,10
contig4,6876984,6882173,10
contig4,6883411,6883912,-10
contig4,6885534,6886955,-10
contig4,6889103,6890271,-10
contig4,6891427,6893284,-10
contig4,6894705,6896767,-10
contig4,6899314,6904481,10
contig4,6906975,6912091,-10
contig4,6914469,6915082,10
contig4,6916231,6922593,10
contig4,6924464,6925819,10
contig4,6927032,6928411,-10
contig4,6928922,6930225,10
contig4,6931138,6932679,10
contig4,6940847,6942978,-10
contig4,6943135,6945178,10
contig4,6945952,6949423,-10
contig4,6949692,6950056,10
contig4,6950404,6952334,10
contig4,6955317,6957061,10
contig4,6993743,6995153,-10
contig4,6996217,7000992,10
contig4,7023210,7026769,-10
contig4,7028751,7029800,-10
contig4,7032691,7036120,-10
contig4,7037354,7038620,10
contig4,7039648,7041423,-10
contig4,7042533,7044197,-10
contig4,7045112,7047532,-10
contig4,7053596,7056459,-10
contig4,7057507,7060134,-10
contig4,7068441,7071026,-10
contig4,7073131,7074445,10
contig4,7075079,7076574,10
contig4,7077747,7078681,-10
contig4,7087200,7088960,10
contig4,7089936,7093337,-10
contig4,7095110,7095739,-10
contig4,7174034,7176862,10
contig4,7180270,7181138,10
contig4,7182380,7185571,-10
contig4,7189644,7190511,10
contig4,7193890,7194943,-10
contig4,7197238,7201670,10
contig4,7202351,7205542,10
contig4,7206619,7208276,-10
contig4,7209043,7209456,10
contig4,7211926,7213858,10
contig4,7216311,7218036,10
contig4,7221430,7226008,10
contig4,7226946,7228145,10
contig4,7229363,7230337,10
contig4,7231849,7234832,10
contig4,7236202,7238424,10
contig4,7241718,7246292,-10
contig4,7247681,7248708,-10
contig4,7249638,7254894,-10
contig4,7256440,7259037,10
contig4,7260410,7262892,-10
contig4,7264838,7267775,10
contig4,7268726,7269901,-10
contig4,7270753,7273613,10
contig4,7274236,7276006,10
contig4,7280048,7294504,-10
contig4,7296897,7298900,10
contig4,7301416,7306548,10
contig4,7308509,7315876,10
contig4,7316542,7317969,-10
contig4,7318201,7321003,10
contig4,7321395,7321796,-10
contig4,7322818,7323192,10
contig4,7323968,7325608,-10
contig4,7328847,7335107,10
contig4,7336661,7337213,10
contig4,7339459,7340699,10
contig4,7341343,7344631,10
contig4,7345184,7347168,10
contig4,7348143,7352863,10
contig4,7353796,7356821,10
contig4,7358303,7358722,-10
contig4,7359920,7360297,10
contig4,7363649,7367099,-10
contig4,7367560,7368468,10
contig4,7369800,7371407,-10
contig4,7372609,7373998,10
contig4,7376567,7381678,10
contig4,7383657,7384187,-10
contig4,7384440,7386651,10
contig4,7387150,7388496,10
contig4,7390700,7392929,-10
contig4,7395357,7396148,10
contig5,10001,10548,-10
contig5,11715,12692,10
contig5,50512,52221,-10
contig5,52486,55519,10
contig5,56763,58259,-10
contig5,60912,63266,10
contig5,64032,65462,10
contig5,67213,68209,-10
contig5,68475,69849,10
contig5,70734,72896,-10
contig5,73264,74352,10
contig5,75259,77603,10
contig5,84242,88176,10
contig5,90009,93840,-10
contig5,94484,96086,10
contig5,96740,99314,-10
contig5,99524,101981,10
contig5,102326,105484,-10
contig5,105640,108023,10
contig5,108390,109509,-10
contig5,112888,117723,10
contig5,119303,131817,10
contig5,153377,154511,-10
contig5,155804,158605,-10
contig5,159621,162523,10
contig5,177906,181143,10
contig5,182392,183311,10
contig5,184761,185582,10
contig5,188237,193454,-10
contig5,195627,198004,-10
contig5,221630,223024,-10
contig5,223964,225462,10
contig5,227383,232060,10
contig5,237132,238849,10
contig5,241075,250510,10
contig5,255472,265961,-10
contig5,266951,268297,-10
contig5,280564,281411,-10
contig5,287566,288277,-10
contig5,291873,299180,10
contig5,303564,307498,10
contig5,313917,321506,10
contig5,337459,339526,10
contig5,344143,344547,-10
contig5,350870,351265,-10
contig5,365357,366846,-10
contig5,381860,383914,-10
contig5,396074,397205,10
contig5,400049,406224,-10
contig5,407983,408507,-10
contig5,411114,415090,-10
contig5,419728,422508,-10
contig5,429412,429678,-10
contig5,431848,438054,10
contig5,442430,443435,10
contig5,445133,447268,10
contig5,451592,452941,10
contig5,457891,462248,-10
contig5,463421,469703,-10
contig5,470237,475312,10
contig5,476676,477368,10
contig5,479287,489579,-10
contig5,500694,503760,-10
contig5,509564,512264,-10
contig5,531402,533133,10
contig5,542730,546741,-10
contig5,559385,562639,10
contig5,566511,567322,10
contig5,573928,574887,-10
contig5,576934,577836,-10
contig5,577947,579163,-10
contig5,581118,582050,10
contig5,588029,590369,10
contig5,591283,593120,10
contig5,594768,601246,-10
contig5,604099,604902,-10
contig5,605618,608324,10
contig5,609029,609766,-10
contig5,612627,613596,10
contig5,614237,615161,10
contig5,616865,617576,-10
contig5,630576,634786,-10
contig5,636444,637280,-10
contig5,638949,641793,10
contig5,643345,644478,-10
contig5,645255,647853,10
contig5,654024,660242,10
contig5,664850,666494,10
contig5,668089,668466,-10
contig5,690732,695673,10
contig5,696730,697735,-10
contig5,699719,700228,10
contig5,704453,706664,10
contig5,708115,709189,10
contig5,711344,712477,10
contig5,738652,739266,10
contig5,747641,748352,10
